tract_geoid,tract_name,county_fips,total_population_2024,total_population_moe_2024,land_area_square_meters,water_area_square_meters
06075020401,Census Tract 204.01,075,3400,358,327721,0
06059099225,Census Tract 992.25,059,3985,679,3790574,33638
06061021123,Census Tract 211.23,061,6966,757,11800941,27080
06067007422,Census Tract 74.22,067,2637,319,975469,0
06087101200,Census Tract 1012,087,3078,419,4309483,1775974
06059099223,Census Tract 992.23,059,5900,728,1311414,0
06059099224,Census Tract 992.24,059,2815,329,1278974,0
06061022014,Census Tract 220.14,061,1691,301,318155776,1622067
06061022011,Census Tract 220.11,061,2085,321,130574518,19631
06061022013,Census Tract 220.13,061,2801,448,324771021,2840528
06061020402,Census Tract 204.02,061,3416,337,8111499,250163
06061020502,Census Tract 205.02,061,4325,535,26617928,917613
06061021204,Census Tract 212.04,061,2757,380,31366097,0
06061021604,Census Tract 216.04,061,3649,509,94224549,34988
06061020714,Census Tract 207.14,061,3647,460,2344762,0
06061021603,Census Tract 216.03,061,4787,627,4276556,0
06061021122,Census Tract 211.22,061,3611,543,3119365,0
06061020710,Census Tract 207.10,061,4362,664,3542568,0
06061021043,Census Tract 210.43,061,4595,496,5832458,0
06067005901,Census Tract 59.01,067,6397,550,3405209,0
06067006002,Census Tract 60.02,067,5733,922,1970203,0
06067006003,Census Tract 60.03,067,4909,558,1545791,0
06067006101,Census Tract 61.01,067,4905,641,2796728,0
06067006102,Census Tract 61.02,067,4047,556,1308679,0
06059099604,Census Tract 996.04,059,3687,600,1281475,0
06059099605,Census Tract 996.05,059,5468,838,1930069,3828
06059110104,Census Tract 1101.04,059,6262,497,1777719,0
06067007701,Census Tract 77.01,067,6895,811,2453444,0
06067007702,Census Tract 77.02,067,4062,472,2493356,94567
06067007801,Census Tract 78.01,067,5523,637,3457842,41937
06067007802,Census Tract 78.02,067,5126,705,4607958,140874
06067007904,Census Tract 79.04,067,6342,856,2262686,0
06067007905,Census Tract 79.05,067,4575,640,2442979,0
06037701702,Census Tract 7017.02,037,3081,441,606991,0
06067006202,Census Tract 62.02,067,4111,1006,1627293,0
06067006300,Census Tract 63,067,4913,631,2759886,48714
06067006400,Census Tract 64,067,5770,1025,3449978,0
06037701801,Census Tract 7018.01,037,6023,739,1895786,0
06037701802,Census Tract 7018.02,037,4947,743,1248775,0
06037702201,Census Tract 7022.01,037,4111,551,1204124,0
06111001401,Census Tract 14.01,111,4080,545,1355184,0
06089011802,Census Tract 118.02,089,2706,684,44801146,462048
06089011701,Census Tract 117.01,089,2889,438,4469220,0
06089011001,Census Tract 110.01,089,1495,248,45646997,232264
06089012603,Census Tract 126.03,089,3838,543,801330279,4583285
06089010806,Census Tract 108.06,089,3103,852,12024762,858
06067006600,Census Tract 66,067,6638,830,2243078,0
06037703002,Census Tract 7030.02,037,7589,835,3276721,0
06037703100,Census Tract 7031,037,5584,772,2662193,1987
06077005108,Census Tract 51.08,077,5273,866,1515789,0
06077005109,Census Tract 51.09,077,3419,383,1668979,0
06067008005,Census Tract 80.05,067,4523,335,5686252,509152
06067008006,Census Tract 80.06,067,5022,435,5385238,118012
06067008007,Census Tract 80.07,067,3083,402,2119415,0
06067008009,Census Tract 80.09,067,4454,565,4336642,167527
06059086402,Census Tract 864.02,059,6193,1606,1250222,0
06059086404,Census Tract 864.04,059,6508,1164,1177824,0
06059086406,Census Tract 864.06,059,4132,672,1085545,0
06059086407,Census Tract 864.07,059,6329,826,2206572,0
06067008010,Census Tract 80.10,067,6708,1027,5054651,136301
06067008111,Census Tract 81.11,067,6297,799,2826980,0
06067008113,Census Tract 81.13,067,3720,399,1615144,0
06067008117,Census Tract 81.17,067,2336,438,944509,0
06067008119,Census Tract 81.19,067,6069,948,2404496,0
06067008120,Census Tract 81.20,067,5468,567,1972142,0
06059086501,Census Tract 865.01,059,3506,677,1415328,0
06059086502,Census Tract 865.02,059,6569,1097,1020724,45417
06059088107,Census Tract 881.07,059,6141,870,1256844,0
06059088201,Census Tract 882.01,059,4258,409,1306944,0
06059088202,Census Tract 882.02,059,3517,648,929183,0
06059088203,Census Tract 882.03,059,4024,609,1305202,0
06059088301,Census Tract 883.01,059,6073,669,1655824,0
06067007001,Census Tract 70.01,067,4680,830,3226217,168445
06037402304,Census Tract 4023.04,037,4046,774,697362,0
06037208301,Census Tract 2083.01,037,1653,324,92955,0
06067007007,Census Tract 70.07,067,5992,945,3310011,448993
06037219901,Census Tract 2199.01,037,4788,1056,524891,0
06059099226,Census Tract 992.26,059,3823,502,1310106,0
06067007501,Census Tract 75.01,067,7444,1070,2630965,0
06067007503,Census Tract 75.03,067,5059,699,1827325,0
06067007504,Census Tract 75.04,067,1985,194,3423327,0
06037551401,Census Tract 5514.01,037,4087,546,724200,0
06037651401,Census Tract 6514.01,037,2361,291,1005692,0
06037670324,Census Tract 6703.24,037,5359,704,4744796,588420
06059099246,Census Tract 992.46,059,3404,334,1316988,0
06059099701,Census Tract 997.01,059,5451,1081,1951167,0
06067007010,Census Tract 70.10,067,4044,563,2462205,178287
06067007011,Census Tract 70.11,067,7301,1015,2007112,22441
06067007012,Census Tract 70.12,067,3624,543,1060389,0
06067007013,Census Tract 70.13,067,3233,400,672743,0
06019005515,Census Tract 55.15,019,1690,600,64187663,377635
06059110106,Census Tract 1101.06,059,3575,431,746774,0
06067007202,Census Tract 72.02,067,3830,433,10568099,0
06077005123,Census Tract 51.23,077,4031,525,2490102,0
06077005125,Census Tract 51.25,077,2213,294,942652,0
06077005126,Census Tract 51.26,077,5166,1416,1356478,0
06077005303,Census Tract 53.03,077,6338,1517,1340780,0
06077005403,Census Tract 54.03,077,6431,857,2271228,0
06111006200,Census Tract 62,111,2932,643,6177799,0
06111006302,Census Tract 63.02,111,3572,176,1585396,0
06059074803,Census Tract 748.03,059,9393,1227,1735386,0
06059075607,Census Tract 756.07,059,6442,890,2071348,0
06059075701,Census Tract 757.01,059,7627,925,2111670,0
06059075805,Census Tract 758.05,059,4273,562,1304828,0
06059086601,Census Tract 866.01,059,7826,1044,1298901,0
06111006500,Census Tract 65,111,3698,554,1551459,0
06111007700,Census Tract 77,111,6416,681,13933959,899555
06111007903,Census Tract 79.03,111,5002,740,3848056,31113
06111007904,Census Tract 79.04,111,5313,455,1866357,19264
06059086701,Census Tract 867.01,059,7877,1141,2135926,7387
06059086702,Census Tract 867.02,059,7054,1048,1149500,0
06059086801,Census Tract 868.01,059,3381,442,1625176,0
06059086602,Census Tract 866.02,059,5735,717,1143898,0
06059088302,Census Tract 883.02,059,6651,867,1943744,0
06059088401,Census Tract 884.01,059,5489,1025,1296400,0
06059088402,Census Tract 884.02,059,4373,476,1307740,0
06059088403,Census Tract 884.03,059,6966,837,1289190,0
06059088501,Census Tract 885.01,059,7385,866,1305980,0
06059088802,Census Tract 888.02,059,5722,914,1190304,0
06059088901,Census Tract 889.01,059,6529,730,1957921,0
06059099227,Census Tract 992.27,059,6066,580,1722195,0
06059099229,Census Tract 992.29,059,5692,495,4518339,0
06059099230,Census Tract 992.30,059,4377,464,1262356,0
06059099231,Census Tract 992.31,059,4759,373,1936424,0
06059099232,Census Tract 992.32,059,6760,808,1984874,0
06059099702,Census Tract 997.02,059,7681,931,1958428,0
06059110108,Census Tract 1101.08,059,3301,448,1984125,74746
06059110109,Census Tract 1101.09,059,5795,786,1315718,0
06059074405,Census Tract 744.05,059,6932,787,1057966,0
06059074806,Census Tract 748.06,059,5360,716,619196,0
06037407602,Census Tract 4076.02,037,4086,554,931134,841
06111006600,Census Tract 66,111,4307,679,2713761,0
06059074901,Census Tract 749.01,059,8535,1094,1002256,0
06059074902,Census Tract 749.02,059,6240,927,555966,0
06059075806,Census Tract 758.06,059,6577,747,1977781,0
06037189904,Census Tract 1899.04,037,2434,362,159600,0
06037190201,Census Tract 1902.01,037,3674,779,226852,0
06059075807,Census Tract 758.07,059,5094,1038,1616541,0
06059075808,Census Tract 758.08,059,3222,361,1580082,0
06059075810,Census Tract 758.10,059,2783,404,2324885,27881
06059086802,Census Tract 868.02,059,5577,693,1846014,0
06059086901,Census Tract 869.01,059,8632,989,1312755,0
06059086902,Census Tract 869.02,059,5919,1042,1312467,0
06059086803,Census Tract 868.03,059,7987,847,1944959,0
06059086903,Census Tract 869.03,059,6217,831,1315499,0
06059088601,Census Tract 886.01,059,7832,1067,1452665,0
06059088602,Census Tract 886.02,059,4136,569,1303759,0
06059088502,Census Tract 885.02,059,4909,564,1267214,31066
06059088903,Census Tract 889.03,059,8366,848,1948063,0
06059088904,Census Tract 889.04,059,5688,503,1303277,0
06059088905,Census Tract 889.05,059,5173,661,1314281,0
06059088902,Census Tract 889.02,059,5359,840,1287854,0
06059099235,Census Tract 992.35,059,5264,828,1273463,0
06059099237,Census Tract 992.37,059,3267,436,1278386,13232
06059099238,Census Tract 992.38,059,3988,615,1295050,0
06037188100,Census Tract 1881,037,3954,543,2091754,16592
06037188300,Census Tract 1883,037,3285,452,905660,17207
06059099234,Census Tract 992.34,059,4231,1249,1279939,0
06059099247,Census Tract 992.47,059,2793,334,613468,0
06059099248,Census Tract 992.48,059,5018,694,607184,0
06059099249,Census Tract 992.49,059,3451,496,573417,0
06037189300,Census Tract 1893,037,2920,492,1907035,0
06059099250,Census Tract 992.50,059,3184,836,1297417,0
06059110110,Census Tract 1101.10,059,5088,536,1971740,0
06065042623,Census Tract 426.23,065,4194,528,37470211,7778675
06065042732,Census Tract 427.32,065,7963,1057,8109448,40181
06059074406,Census Tract 744.06,059,3873,484,1529729,0
06059074408,Census Tract 744.08,059,5739,805,468389,0
06065043009,Census Tract 430.09,065,5869,537,4196201,0
06065043601,Census Tract 436.01,065,5591,1414,1250921,0
06065044404,Census Tract 444.04,065,2522,557,122981693,4439
06065049600,Census Tract 496,065,6968,1065,3877588,0
06065042726,Census Tract 427.26,065,12017,1842,16728253,0
06065940500,Census Tract 9405,065,2475,196,140211008,1157
06111006700,Census Tract 67,111,2872,304,1942418,0
06111006800,Census Tract 68,111,3640,477,2603538,0
06059074502,Census Tract 745.02,059,5458,680,794519,0
06059075002,Census Tract 750.02,059,7857,1044,1517057,0
06059075003,Census Tract 750.03,059,7169,857,526187,0
06059075811,Census Tract 758.11,059,3263,401,1181785,0
06059075812,Census Tract 758.12,059,6269,615,1598873,0
06059075815,Census Tract 758.15,059,5224,1108,1372172,0
06059075816,Census Tract 758.16,059,3313,248,1164702,0
06059075901,Census Tract 759.01,059,4199,533,1294518,0
06059088701,Census Tract 887.01,059,6053,839,1308920,0
06059088801,Census Tract 888.01,059,7281,683,1247603,0
06037199120,Census Tract 1991.20,037,3454,425,943132,18746
06037199201,Census Tract 1992.01,037,3268,493,395192,0
06037199202,Census Tract 1992.02,037,2501,386,954425,0
06037199300,Census Tract 1993,037,3687,578,2550542,40785
06111006400,Census Tract 64,111,6592,779,7831229,0
06111007506,Census Tract 75.06,111,7070,1014,22295731,145714
06111008001,Census Tract 80.01,111,3257,308,996087,9195
06111000400,Census Tract 4,111,7762,946,40626471,10937
06037199400,Census Tract 1994,037,4243,844,669970,27134
06037199700,Census Tract 1997,037,3500,559,937116,33464
06037199900,Census Tract 1999,037,2414,396,443011,0
06037201110,Census Tract 2011.10,037,2476,301,1013912,0
06111000600,Census Tract 6,111,6096,924,1913916,0
06111005401,Census Tract 54.01,111,4042,568,1598946,0
06111000901,Census Tract 9.01,111,2615,349,9867314,41070
06111007300,Census Tract 73,111,2117,363,143214622,2847567
06111007901,Census Tract 79.01,111,4819,705,1543508,12944
06111000800,Census Tract 8,111,7999,933,96173089,56627
06111000302,Census Tract 3.02,111,9118,723,103572443,34225
06111005911,Census Tract 59.11,111,3586,355,7019016,0
06111007202,Census Tract 72.02,111,4404,434,8073894,0
06111005907,Census Tract 59.07,111,3020,391,3268657,271944
06111001102,Census Tract 11.02,111,3682,388,8165219,43421
06111007402,Census Tract 74.02,111,5824,632,17370591,0
06111000902,Census Tract 9.02,111,2551,460,51946952,12671
06111001002,Census Tract 10.02,111,6669,837,8267912,0
06055201900,Census Tract 2019,055,1457,253,179938949,574677
06055201500,Census Tract 2015,055,1470,233,134015033,246740
06055200703,Census Tract 2007.03,055,2987,336,2248880,0
06055200400,Census Tract 2004,055,3360,357,6408885,94775
06055201700,Census Tract 2017,055,4540,450,177976810,4241324
06055200802,Census Tract 2008.02,055,6071,863,13387033,858911
06037127104,Census Tract 1271.04,037,4482,1026,707802,0
06037127804,Census Tract 1278.04,037,4501,1123,638133,0
06037128102,Census Tract 1281.02,037,4864,679,648809,0
06037132001,Census Tract 1320.01,037,2716,307,968646,0
06037134001,Census Tract 1340.01,037,3694,340,581316,2186
06111008005,Census Tract 80.05,111,2817,398,873028,0
06111000500,Census Tract 5,111,1515,353,50499657,2871867
06059099703,Census Tract 997.03,059,5246,448,1914882,0
06059110111,Census Tract 1101.11,059,5359,569,2178018,10631
06067009900,Census Tract 99,067,3808,715,253746383,13010054
06067000100,Census Tract 1,067,3813,371,2030976,188167
06037208802,Census Tract 2088.02,037,3519,686,211495,0
06037211921,Census Tract 2119.21,037,1988,281,92665,0
06037215102,Census Tract 2151.02,037,3234,420,257742,0
06037217002,Census Tract 2170.02,037,4911,626,771339,0
06037221303,Census Tract 2213.03,037,2527,409,233968,0
06037920102,Census Tract 9201.02,037,4758,560,609685240,12161582
06037920115,Census Tract 9201.15,037,4158,573,3600356,0
06111006900,Census Tract 69,111,4268,459,2791530,0
06111007000,Census Tract 70,111,4531,480,1521088,0
06111007100,Census Tract 71,111,7240,847,2417891,0
06059075902,Census Tract 759.02,059,6593,957,1916586,0
06037201120,Census Tract 2011.20,037,3892,527,792267,0
06037201501,Census Tract 2015.01,037,5137,614,888744,0
06037201503,Census Tract 2015.03,037,3141,449,439362,0
06037201504,Census Tract 2015.04,037,2237,395,368342,0
06037201700,Census Tract 2017,037,5135,543,1694749,0
06037203100,Census Tract 2031,037,4348,728,657447,0
06037203300,Census Tract 2033,037,2151,297,1491864,0
06037203500,Census Tract 2035,037,2904,427,1635683,23932
06037203710,Census Tract 2037.10,037,3322,567,282072,0
06037203720,Census Tract 2037.20,037,3363,488,321042,0
06075026303,Census Tract 263.03,075,4600,636,419666,0
06075026401,Census Tract 264.01,075,3194,498,341043,0
06075026402,Census Tract 264.02,075,4660,1346,398279,0
06075026403,Census Tract 264.03,075,3685,594,374482,0
06075030101,Census Tract 301.01,075,4389,666,349923,0
06075030102,Census Tract 301.02,075,5120,413,1260212,14870
06075030201,Census Tract 302.01,075,3841,649,360958,0
06059099801,Census Tract 998.01,059,6368,1111,1503865,0
06059099802,Census Tract 998.02,059,4424,418,993954,0
06059099803,Census Tract 998.03,059,5322,809,1279244,0
06059110114,Census Tract 1101.14,059,4814,426,1552161,0
06037575801,Census Tract 5758.01,037,2225,554,384509,51710
06037651221,Census Tract 6512.21,037,3502,608,696232,0
06037554600,Census Tract 5546,037,3941,633,1054600,0
06037620201,Census Tract 6202.01,037,1559,359,229583,183201
06075030301,Census Tract 303.01,075,6160,745,753790,0
06075030302,Census Tract 303.02,075,3552,398,597637,0
06075030400,Census Tract 304,075,5116,523,972368,0
06037189201,Census Tract 1892.01,037,3061,394,325702,0
06037211803,Census Tract 2118.03,037,3806,475,139528,0
06037211922,Census Tract 2119.22,037,3614,874,92893,0
06037212501,Census Tract 2125.01,037,1915,359,79596,0
06037241201,Census Tract 2412.01,037,3291,654,485898,0
06037702002,Census Tract 7020.02,037,6226,610,1014710,252431
06037267901,Census Tract 2679.01,037,3769,637,1119638,0
06037269906,Census Tract 2699.06,037,3151,549,207994,0
06081611700,Census Tract 6117,081,6627,827,10131820,2456677
06029006201,Census Tract 62.01,029,2438,389,89192790,59978
06059110116,Census Tract 1101.16,059,4815,424,1221572,0
06059075004,Census Tract 750.04,059,4370,758,344531,0
06075030500,Census Tract 305,075,3641,393,1087784,35670
06075030600,Census Tract 306,075,2258,318,521626,0
06075030700,Census Tract 307,075,6624,586,1426986,9359
06075030800,Census Tract 308,075,5694,1153,1242912,0
06059076102,Census Tract 761.02,059,7858,826,2393550,0
06059076103,Census Tract 761.03,059,9342,1300,1615671,0
06037203900,Census Tract 2039,037,2575,528,448476,0
06037204110,Census Tract 2041.10,037,2526,505,603786,0
06037204120,Census Tract 2041.20,037,2475,576,263402,0
06037204300,Census Tract 2043,037,4281,929,643484,0
06037204600,Census Tract 2046,037,3735,804,564176,18298
06037204700,Census Tract 2047,037,4777,712,1011060,0
06037204810,Census Tract 2048.10,037,5402,810,770086,0
06037204820,Census Tract 2048.20,037,2037,345,320144,0
06037204910,Census Tract 2049.10,037,3098,604,518337,0
06037137301,Census Tract 1373.01,037,2244,432,1601322,8359
06037137302,Census Tract 1373.02,037,4669,431,2446886,0
06107002202,Census Tract 22.02,107,5805,762,2725915,0
06059099902,Census Tract 999.02,059,4831,963,1359880,0
06037137401,Census Tract 1374.01,037,4829,543,2377598,0
06037141400,Census Tract 1414,037,5217,637,1982391,0
06037535001,Census Tract 5350.01,037,3804,391,449783,0
06037603005,Census Tract 6030.05,037,6073,1167,650731,0
06037604001,Census Tract 6040.01,037,4780,1123,659021,0
06037104203,Census Tract 1042.03,037,4992,847,707989,0
06037102107,Census Tract 1021.07,037,3699,742,12908562,13753
06037620904,Census Tract 6209.04,037,2637,317,576178,413509
06037650003,Census Tract 6500.03,037,2912,344,507940,0
06095250106,Census Tract 2501.06,095,3608,530,18503358,31375
06095250104,Census Tract 2501.04,095,2203,224,1310536,0
06037203800,Census Tract 2038,037,4938,893,487391,0
06037208610,Census Tract 2086.10,037,4020,588,350131,0
