tract_geoid,tract_name,county_fips,total_population_2024,total_population_moe_2024,land_area_square_meters,water_area_square_meters
06071005502,Census Tract 55.02,071,5406,712,1154441,0
06071003201,Census Tract 32.01,071,3558,625,1296754,0
06071003202,Census Tract 32.02,071,4759,914,1294810,0
06071002707,Census Tract 27.07,071,3273,972,1499873,0
06071002309,Census Tract 23.09,071,3562,375,1336316,0
06071002608,Census Tract 26.08,071,6202,1213,8627319,0
06071002609,Census Tract 26.09,071,3108,990,12816654,0
06071002043,Census Tract 20.43,071,6673,1155,3549546,0
06071002045,Census Tract 20.45,071,2389,244,1211333,0
06071002313,Census Tract 23.13,071,6206,749,2010106,0
06071000308,Census Tract 3.08,071,3719,522,779575,0
06071000306,Census Tract 3.06,071,2877,276,2145533,0
06071001908,Census Tract 19.08,071,7556,672,14622958,0
06071006304,Census Tract 63.04,071,4815,987,1387818,0
06071009132,Census Tract 91.32,071,2599,408,13277713,0
06071006101,Census Tract 61.01,071,4330,556,2634721,0
06071001910,Census Tract 19.10,071,1945,273,12853404,0
06071012201,Census Tract 122.01,071,7408,807,3714520,0
06071001911,Census Tract 19.11,071,5884,853,1785948,0
06071002112,Census Tract 21.12,071,4471,615,9109659,0
06071002111,Census Tract 21.11,071,3767,637,3484012,0
06071012202,Census Tract 122.02,071,2987,152,7273142,0
06071000119,Census Tract 1.19,071,4198,409,2030635,72596
06071006102,Census Tract 61.02,071,5314,1615,1725987,0
06071009128,Census Tract 91.28,071,5162,526,7785380,0
06071009127,Census Tract 91.27,071,8989,973,2723229,0
06071005101,Census Tract 51.01,071,4913,832,3186813,0
06071011602,Census Tract 116.02,071,2906,563,3436597019,584096
06071009126,Census Tract 91.26,071,6375,622,21851632,0
06071009134,Census Tract 91.34,071,871,231,472829550,1017671
06065040604,Census Tract 406.04,065,5249,851,3793965,0
06065040605,Census Tract 406.05,065,3007,490,2216920,0
06067008122,Census Tract 81.22,067,3873,396,2504780,0
06071010031,Census Tract 100.31,071,4942,881,3629489,0
06071009718,Census Tract 97.18,071,3749,462,4422772,155595
06071009131,Census Tract 91.31,071,5973,1375,6521555,0
06071009137,Census Tract 91.37,071,4444,588,1827642,0
06071009135,Census Tract 91.35,071,5945,1003,19362772,0
06071009136,Census Tract 91.36,071,5565,1230,19261047,0
06071009138,Census Tract 91.38,071,6349,2572,3120675,0
06071009139,Census Tract 91.39,071,5773,1482,3918915,0
06071009125,Census Tract 91.25,071,6106,839,2289463,0
06071009124,Census Tract 91.24,071,4906,1081,2603015,0
06071008715,Census Tract 87.15,071,7518,1276,14762292,0
06071008716,Census Tract 87.16,071,6223,965,4104092,0
06071008713,Census Tract 87.13,071,3658,398,4087845,0
06071008712,Census Tract 87.12,071,4722,1372,11906197,0
06071008501,Census Tract 85.01,071,3675,613,4967186,0
06085512023,Census Tract 5120.23,085,5346,568,949056,0
06071008502,Census Tract 85.02,071,4514,818,21638870,0
06071008406,Census Tract 84.06,071,5688,887,5709224,0
06071008201,Census Tract 82.01,071,3633,986,999617,0
06071010041,Census Tract 100.41,071,5480,933,8128424,0
06071010042,Census Tract 100.42,071,4251,617,10981634,0
06071009120,Census Tract 91.20,071,4572,786,51247184,426
06071010434,Census Tract 104.34,071,1427,404,8274943,0
06071010433,Census Tract 104.33,071,4634,836,5243892,0
06071008202,Census Tract 82.02,071,1864,157,1363094,0
06071008003,Census Tract 80.03,071,3477,570,1289255,0
06071007605,Census Tract 76.05,071,4205,630,787988,0
06071007606,Census Tract 76.06,071,3335,864,1811088,0
06071002406,Census Tract 24.06,071,2602,451,2394436,0
06071002403,Census Tract 24.03,071,4689,772,2638380,0
06071002404,Census Tract 24.04,071,3987,792,1300066,0
06067008129,Census Tract 81.29,067,2715,476,1138971,0
06067008130,Census Tract 81.30,067,4307,625,1702679,0
06071007002,Census Tract 70.02,071,5176,917,1584359,0
06071007001,Census Tract 70.01,071,2996,553,901070,0
06071002709,Census Tract 27.09,071,7815,618,13642108,0
06071010029,Census Tract 100.29,071,3826,417,5999572,34056
06071010028,Census Tract 100.28,071,6001,1547,9409380,0
06071010035,Census Tract 100.35,071,3901,847,2613248,0
06071009721,Census Tract 97.21,071,5913,802,3990198,0
06071010033,Census Tract 100.33,071,1879,402,1453692,0
06071009800,Census Tract 98,071,4691,964,3351495,0
06071009121,Census Tract 91.21,071,2493,520,31930643,7094
06071002044,Census Tract 20.44,071,4220,559,2075477,21276
06071002041,Census Tract 20.41,071,5341,817,7283225,0
06071000122,Census Tract 1.22,071,3878,909,30904188,0
06071010425,Census Tract 104.25,071,770,241,3476093830,53327
06071002040,Census Tract 20.40,071,5540,544,3030758,0
06071002314,Census Tract 23.14,071,6202,1039,4133452,0
06071002708,Census Tract 27.08,071,6512,873,2479130,0
06071010038,Census Tract 100.38,071,5372,870,2573753,0
06071002308,Census Tract 23.08,071,10143,1597,4420756,0
06071002311,Census Tract 23.11,071,6498,1416,1359299,0
06071002310,Census Tract 23.10,071,5143,997,1546642,0
06071002312,Census Tract 23.12,071,5305,771,3318516,0
06071010034,Census Tract 100.34,071,5217,1094,55677225,0
06071002315,Census Tract 23.15,071,3649,326,2562025,0
06071010426,Census Tract 104.26,071,2318,365,91095714,0
06071010436,Census Tract 104.36,071,1056,243,132113545,0
06071010427,Census Tract 104.27,071,2637,526,4909428,0
06071010428,Census Tract 104.28,071,3843,422,49110952,0
06071010905,Census Tract 109.05,071,2041,534,81656355,1178386
06071010906,Census Tract 109.06,071,821,276,4345094,1471745
06071012105,Census Tract 121.05,071,2760,546,389656280,0
06071012106,Census Tract 121.06,071,2452,537,917781904,0
06071010435,Census Tract 104.35,071,1912,345,157553072,0
06071010431,Census Tract 104.31,071,1823,1277,162884679,0
06071011406,Census Tract 114.06,071,2317,571,2391162,9372
06071000121,Census Tract 1.21,071,8244,854,23939885,0
06071010432,Census Tract 104.32,071,1843,326,336026638,0
06071010429,Census Tract 104.29,071,4481,725,15253491,0
06071010430,Census Tract 104.30,071,3727,488,12287674,0
06071011407,Census Tract 114.07,071,1897,454,4074292,0
06071008711,Census Tract 87.11,071,2822,276,48238863,11185
06071007308,Census Tract 73.08,071,4724,457,7447492,2371
06071011405,Census Tract 114.05,071,1733,486,7084933,0
06071011004,Census Tract 110.04,071,976,281,3666672,0
06071011003,Census Tract 110.03,071,1660,332,5258802,0
06071010903,Census Tract 109.03,071,2185,682,7054725,599633
06071007906,Census Tract 79.06,071,3867,335,9005769,14073
06071010904,Census Tract 109.04,071,2324,705,6104095,25948
06071010805,Census Tract 108.05,071,2901,1195,200414769,3666001
06071010806,Census Tract 108.06,071,2668,657,12526996,0
06071010032,Census Tract 100.32,071,6436,721,4814591,0
06071004512,Census Tract 45.12,071,4766,795,5817641,0
06071009719,Census Tract 97.19,071,3050,464,16843913,175613
06037221500,Census Tract 2215,037,3542,575,380722,0
06037221710,Census Tract 2217.10,037,2469,452,327983,0
06037221900,Census Tract 2219,037,4775,472,410027,0
06037222100,Census Tract 2221,037,3964,820,478935,0
06037222200,Census Tract 2222,037,3474,518,481869,0
06037222500,Census Tract 2225,037,4076,723,652465,0
06037222700,Census Tract 2227,037,4632,202,821876,0
06071010019,Census Tract 100.19,071,5839,603,9098830,0
06071000401,Census Tract 4.01,071,6460,864,5985371,0
06071005800,Census Tract 58,071,3365,516,1626333,40644
06071008708,Census Tract 87.08,071,4118,396,3535108,0
06037224010,Census Tract 2240.10,037,2964,445,830399,0
06037224020,Census Tract 2240.20,037,2989,614,1232331,0
06037234600,Census Tract 2346,037,4731,663,1303261,598
06037234700,Census Tract 2347,037,3650,697,742058,0
06037235100,Census Tract 2351,037,4121,452,1181474,0
06037265100,Census Tract 2651,037,2194,349,2362034,0
06037265301,Census Tract 2653.01,037,13681,495,1595806,0
06037265303,Census Tract 2653.03,037,4184,701,147998,0
06037265304,Census Tract 2653.04,037,3603,421,130983,0
06037265410,Census Tract 2654.10,037,1732,365,710541,0
06071010014,Census Tract 100.14,071,5487,994,3951346,0
06071011900,Census Tract 119,071,2371,510,359011524,0
06067009105,Census Tract 91.05,067,3002,345,877227,0
06067009404,Census Tract 94.04,067,7235,944,179905442,0
06017030402,Census Tract 304.02,017,3571,573,10957648,0
06017031405,Census Tract 314.05,017,2332,249,28275410,0
06017031406,Census Tract 314.06,017,5129,820,77502327,1932678
06113010902,Census Tract 109.02,113,6067,912,1937839,0
06003010000,Census Tract 100,003,1616,239,1912292607,12557304
06113011001,Census Tract 110.01,113,6130,884,2296563,0
06037237720,Census Tract 2377.20,037,3410,722,325225,0
06037237800,Census Tract 2378,037,4324,781,972785,0
06037238000,Census Tract 2380,037,5831,969,1663572,0
06037238100,Census Tract 2381,037,4922,842,983749,0
06037238200,Census Tract 2382,037,6588,1113,1026631,0
06037238310,Census Tract 2383.10,037,5248,1059,397068,0
06037238320,Census Tract 2383.20,037,3617,632,468279,0
06037238400,Census Tract 2384,037,4601,662,1301542,0
06037239320,Census Tract 2393.20,037,2940,408,347073,0
06037211000,Census Tract 2110,037,5054,592,2656762,0
06037211310,Census Tract 2113.10,037,3672,619,143939,0
06037211410,Census Tract 2114.10,037,2767,484,270793,0
06037211500,Census Tract 2115,037,3825,517,909039,0
06037211701,Census Tract 2117.01,037,2895,450,651516,0
06037211910,Census Tract 2119.10,037,4039,485,137966,0
06037212202,Census Tract 2122.02,037,3870,709,206471,0
06037212204,Census Tract 2122.04,037,3597,632,213185,0
06037212304,Census Tract 2123.04,037,1640,265,205676,0
06037212306,Census Tract 2123.06,037,2686,472,161926,0
06037212420,Census Tract 2124.20,037,2762,332,143454,0
06037212610,Census Tract 2126.10,037,4114,604,357157,0
06037212620,Census Tract 2126.20,037,4040,469,288619,0
06065040702,Census Tract 407.02,065,2601,292,3121852,0
06037212800,Census Tract 2128,037,3479,508,781275,0
06037212900,Census Tract 2129,037,3421,588,373620,0
06037213100,Census Tract 2131,037,2814,323,537044,0
06065045207,Census Tract 452.07,065,4925,653,2020458,0
06067008124,Census Tract 81.24,067,4905,621,2433979,0
06067008125,Census Tract 81.25,067,5520,810,2558211,0
06067008127,Census Tract 81.27,067,4533,523,2321745,0
06113011002,Census Tract 110.02,113,2808,511,1604664,0
06113011101,Census Tract 111.01,113,2864,468,1310116,0
06113011103,Census Tract 111.03,113,3759,560,1295892,0
06065041001,Census Tract 410.01,065,2710,542,490471,0
06037224200,Census Tract 2242,037,2171,528,368196,0
06037224320,Census Tract 2243.20,037,3872,735,290769,0
06037224420,Census Tract 2244.20,037,2051,338,358656,0
06113010201,Census Tract 102.01,113,3573,470,2960934,299171
06113011203,Census Tract 112.03,113,3280,940,1283042,0
06113011204,Census Tract 112.04,113,6688,917,2563739,0
06037224600,Census Tract 2246,037,3040,412,718926,0
06037265420,Census Tract 2654.20,037,1696,249,730774,0
06037267800,Census Tract 2678,037,3600,403,1151184,0
06037267600,Census Tract 2676,037,2767,429,1273089,0
06037267700,Census Tract 2677,037,3744,456,814658,0
06099002904,Census Tract 29.04,099,2739,308,7773221,312934
06015990000,Census Tract 9900,015,0,14,0,454881619
06037235201,Census Tract 2352.01,037,2925,554,652606,0
06037235202,Census Tract 2352.02,037,4195,572,851554,0
06065042210,Census Tract 422.10,065,5645,848,1347314,0
06065042402,Census Tract 424.02,065,5567,1056,2964941,0
06105000102,Census Tract 1.02,105,5071,712,1162324488,1461374
06105000101,Census Tract 1.01,105,3629,616,1424120036,66524135
06065042403,Census Tract 424.03,065,5259,1494,1974412,0
06065042404,Census Tract 424.04,065,2639,423,1018981,0
06037269800,Census Tract 2698,037,3384,436,467088,0
06113010203,Census Tract 102.03,113,5188,721,10247743,756079
06113010204,Census Tract 102.04,113,5691,789,1890988,0
06065042708,Census Tract 427.08,065,6206,779,2613609,0
06065044907,Census Tract 449.07,065,4989,633,1318457,0
06065045704,Census Tract 457.04,065,3273,497,714477,0
06113010509,Census Tract 105.09,113,3126,395,1048187,0
06065031001,Census Tract 310.01,065,5429,660,1984588,0
06065031002,Census Tract 310.02,065,5247,1081,1228758,0
06065040703,Census Tract 407.03,065,2842,414,4223913,127091
06067008128,Census Tract 81.28,067,2123,205,1006275,0
06065041002,Census Tract 410.02,065,3219,416,1022398,0
06067008131,Census Tract 81.31,067,6038,882,2916423,0
06081600800,Census Tract 6008,081,7393,1051,592260,0
06081600900,Census Tract 6009,081,3887,598,1987344,306980
06113010510,Census Tract 105.10,113,5851,662,4633034,0
06095250300,Census Tract 2503,095,3481,558,1097782,0
06067008132,Census Tract 81.32,067,3855,633,1967349,0
06067008133,Census Tract 81.33,067,2277,211,903786,0
06067008134,Census Tract 81.34,067,5155,661,1630864,0
06037226410,Census Tract 2264.10,037,3334,409,282483,0
06037227020,Census Tract 2270.20,037,3232,660,440119,0
06037228100,Census Tract 2281,037,4189,919,1003328,0
06037228210,Census Tract 2282.10,037,3579,507,411032,0
06037228220,Census Tract 2282.20,037,4565,635,366214,0
06037228310,Census Tract 2283.10,037,4470,517,546319,0
06037228320,Census Tract 2283.20,037,3166,680,337041,0
06037228420,Census Tract 2284.20,037,2781,529,277393,0
06037228710,Census Tract 2287.10,037,4127,668,404789,0
06037228720,Census Tract 2287.20,037,4773,629,404152,0
06037269000,Census Tract 2690,037,4953,714,2294749,0
06037269100,Census Tract 2691,037,4227,958,839267,0
06037269300,Census Tract 2693,037,3757,440,2205507,3034
06037269500,Census Tract 2695,037,3962,563,1384207,0
06037269700,Census Tract 2697,037,4043,521,897605,0
06037228800,Census Tract 2288,037,5503,726,844484,0
06037228900,Census Tract 2289,037,3410,518,515517,0
06037229100,Census Tract 2291,037,4420,606,475049,0
06067009609,Census Tract 96.09,067,5767,1075,1413520,0
06067009610,Census Tract 96.10,067,7304,1134,1867802,0
06113010602,Census Tract 106.02,113,5761,900,2085938,0
06067002600,Census Tract 26,067,2778,348,937495,0
06037237710,Census Tract 2377.10,037,4062,1108,432281,0
06037239330,Census Tract 2393.30,037,3424,890,979523,0
06037240700,Census Tract 2407,037,6196,847,1194497,0
06037240800,Census Tract 2408,037,4333,712,630658,7788
06037241110,Census Tract 2411.10,037,3266,798,486637,0
06037241120,Census Tract 2411.20,037,4313,811,663697,0
06065042520,Census Tract 425.20,065,5209,1091,1487313,0
06065042709,Census Tract 427.09,065,5158,674,5655497,0
06037241400,Census Tract 2414,037,4022,513,575556,0
06065042711,Census Tract 427.11,065,3904,367,4596914,0
06065042714,Census Tract 427.14,065,3073,430,2237571,321581
06065045209,Census Tract 452.09,065,5915,998,2028867,0
06067008135,Census Tract 81.35,067,4567,828,1391918,0
06081601000,Census Tract 6010,081,7500,916,2701564,1452216
06067008136,Census Tract 81.36,067,3302,741,1472049,0
06067008138,Census Tract 81.38,067,4581,1067,1807427,0
06067008139,Census Tract 81.39,067,3511,444,1335346,0
06067008141,Census Tract 81.41,067,7895,1028,2098244,0
06067008142,Census Tract 81.42,067,3383,475,1503366,0
06067008143,Census Tract 81.43,067,3916,405,2405911,0
06067008144,Census Tract 81.44,067,3276,540,1405514,0
06037262302,Census Tract 2623.02,037,2973,342,3063535,0
06037229200,Census Tract 2292,037,4319,915,445674,0
06037229300,Census Tract 2293,037,5641,862,502416,515
06037229410,Census Tract 2294.10,037,3788,1050,542426,0
06037229420,Census Tract 2294.20,037,4796,677,584157,0
06037231100,Census Tract 2311,037,2785,418,894059,0
06037231210,Census Tract 2312.10,037,3984,561,320683,0
06037231220,Census Tract 2312.20,037,4274,854,965178,0
06037231400,Census Tract 2314,037,4633,712,621035,0
06037231710,Census Tract 2317.10,037,4190,744,323785,0
06065043003,Census Tract 430.03,065,7628,1112,1747656,0
06065043211,Census Tract 432.11,065,6814,1381,2562985,0
06065043220,Census Tract 432.20,065,4895,517,1778776,0
06065043304,Census Tract 433.04,065,9290,1544,107629134,28665
06065043306,Census Tract 433.06,065,5121,440,1926155,0
06065043307,Census Tract 433.07,065,7065,993,3647773,0
06099003610,Census Tract 36.10,099,5538,916,2379626,25717
06099003611,Census Tract 36.11,099,4619,715,1339264,0
06099003501,Census Tract 35.01,099,7342,750,8307787,0
06099003502,Census Tract 35.02,099,5371,779,8750513,58520
06099000405,Census Tract 4.05,099,2682,439,25612815,0
06099000913,Census Tract 9.13,099,6990,881,2619291,0
06099002506,Census Tract 25.06,099,2022,598,3884762,0
06065044805,Census Tract 448.05,065,1604,243,1291137,0
06001406601,Census Tract 4066.01,001,4426,572,747403,0
06001405402,Census Tract 4054.02,001,3212,613,285369,0
06099000511,Census Tract 5.11,099,6264,1107,3239765,0
06099003003,Census Tract 30.03,099,7594,663,8989960,77522
06099003608,Census Tract 36.08,099,6889,904,11396074,0
06037240010,Census Tract 2400.10,037,3986,572,588434,0
06037240200,Census Tract 2402,037,5728,819,746814,0
06065045302,Census Tract 453.02,065,4183,754,1663313,0
06065045501,Census Tract 455.01,065,6124,956,2279432,0
06099000915,Census Tract 9.15,099,4004,488,1916954,24596
06099003612,Census Tract 36.12,099,7868,987,3098173,0
06099000205,Census Tract 2.05,099,4378,594,6818196,0
06099002304,Census Tract 23.04,099,3036,560,1278597,5804
06099003609,Census Tract 36.09,099,3119,446,1320133,0
06099000914,Census Tract 9.14,099,5491,587,1938107,0
06099000406,Census Tract 4.06,099,5874,549,2042136,0
06099002505,Census Tract 25.05,099,5427,712,1296398,0
06099002303,Census Tract 23.03,099,5131,895,2633400,120573
06037240500,Census Tract 2405,037,6480,1156,812533,0
06099003607,Census Tract 36.07,099,2686,629,84951469,37824
06099000407,Census Tract 4.07,099,3539,857,14967122,85667
06099003203,Census Tract 32.03,099,6307,1186,8350206,55612
06099003205,Census Tract 32.05,099,5443,1187,1918602,0
06099003206,Census Tract 32.06,099,5180,990,3305545,0
06099000512,Census Tract 5.12,099,3020,646,1160918,0
06099003204,Census Tract 32.04,099,2288,430,1709061,0
06099003004,Census Tract 30.04,099,3244,1693,7654156,0
06099000514,Census Tract 5.14,099,4575,1065,1070603,0
06037270200,Census Tract 2702,037,3401,500,758090,6115
06037270300,Census Tract 2703,037,2599,402,963539,12995
06037271100,Census Tract 2711,037,2438,308,804371,0
06037271200,Census Tract 2712,037,2931,622,524468,0
06037271300,Census Tract 2713,037,4865,646,1470376,0
06037271400,Census Tract 2714,037,3331,379,1149044,0
06029005900,Census Tract 59,029,4492,693,48937545,201779
06113010605,Census Tract 106.05,113,3581,441,2097304,28575
06099000513,Census Tract 5.13,099,3925,402,6193029,7060
06099000204,Census Tract 2.04,099,5007,649,3984083,58278
06099002903,Census Tract 29.03,099,6444,638,13689832,0
06113010607,Census Tract 106.07,113,4153,523,3538352,0
06081601700,Census Tract 6017,081,4461,484,1241829,0
06081601800,Census Tract 6018,081,6025,698,1847468,0
06065042406,Census Tract 424.06,065,4545,736,984691,0
06065042405,Census Tract 424.05,065,4877,669,1011046,0
06113010701,Census Tract 107.01,113,4970,542,2068993,0
06113010703,Census Tract 107.03,113,6090,770,1318455,0
06113010704,Census Tract 107.04,113,2740,353,857147,0
06065043308,Census Tract 433.08,065,2960,341,971739,0
06065043309,Census Tract 433.09,065,3562,500,1216686,0
06065043310,Census Tract 433.10,065,3023,558,1671433,0
06065043311,Census Tract 433.11,065,2362,240,1277760,0
06065043312,Census Tract 433.12,065,4896,889,1458795,0
06065043313,Census Tract 433.13,065,3295,371,1432439,0
06065044806,Census Tract 448.06,065,1655,236,1236994,58463
06001437102,Census Tract 4371.02,001,4352,696,870005,0
06001435601,Census Tract 4356.01,001,4874,648,946094,0
06067008145,Census Tract 81.45,067,7756,887,3391853,0
06067008203,Census Tract 82.03,067,5163,739,6096156,22112
06067008204,Census Tract 82.04,067,4784,482,2597949,0
06065044911,Census Tract 449.11,065,5203,728,5361192,233856
06067008510,Census Tract 85.10,067,5127,478,3988487,0
06113010800,Census Tract 108,113,3158,372,3891162,0
06113010901,Census Tract 109.01,113,5438,1065,1951306,0
06067008206,Census Tract 82.06,067,5887,790,2821078,0
06067008208,Census Tract 82.08,067,4283,499,3545039,0
06067008209,Census Tract 82.09,067,4411,397,3490483,54226
06037231800,Census Tract 2318,037,4995,809,520258,0
06037232110,Census Tract 2321.10,037,3375,488,380033,0
06065044916,Census Tract 449.16,065,5210,955,2590320,0
06065045502,Census Tract 455.02,065,3558,618,1606670,0
06067007301,Census Tract 73.01,067,5450,707,12797507,0
06067009637,Census Tract 96.37,067,6821,857,2173528,0
06067988300,Census Tract 9883,067,4432,283,3824924,166308
06067007101,Census Tract 71.01,067,1355,301,75757022,756966
06067007105,Census Tract 71.05,067,6735,924,1902986,28911
06067003203,Census Tract 32.03,067,3028,385,985423,0
06067009326,Census Tract 93.26,067,4253,487,13633767,0
06067009330,Census Tract 93.30,067,4980,1233,5925545,0
06071009709,Census Tract 97.09,071,6714,1028,7734045,0
06071010012,Census Tract 100.12,071,4499,453,11204885,62726
06037232200,Census Tract 2322,037,3581,559,522951,0
06067009611,Census Tract 96.11,067,3899,862,1926339,0
06067009614,Census Tract 96.14,067,6610,627,2252500,0
06067009616,Census Tract 96.16,067,6544,889,2169752,0
06071010010,Census Tract 100.10,071,7097,996,10850191,0
06071010011,Census Tract 100.11,071,5101,448,5962740,0
06071010016,Census Tract 100.16,071,7034,1124,5954851,0
06037242700,Census Tract 2427,037,4724,929,1015210,0
06037242100,Census Tract 2421,037,2167,478,459615,0
06005000201,Census Tract 2.01,005,2815,460,184609358,158144
06005000202,Census Tract 2.02,005,1870,471,138568287,0
06037243100,Census Tract 2431,037,5004,850,586033,0
06037261200,Census Tract 2612,037,3929,495,7267513,323001
06065041809,Census Tract 418.09,065,5327,424,2712782,0
06065041810,Census Tract 418.10,065,5821,741,3521967,0
06065041812,Census Tract 418.12,065,3539,330,1303241,0
06065041813,Census Tract 418.13,065,6777,911,1788872,0
06065042407,Census Tract 424.07,065,3681,580,1296232,0
06065042408,Census Tract 424.08,065,3170,430,1357301,0
06065042409,Census Tract 424.09,065,3882,736,1558036,0
06065042410,Census Tract 424.10,065,5679,650,2261467,125929
06065042411,Census Tract 424.11,065,2588,329,1340148,0
06001437701,Census Tract 4377.01,001,3638,673,484105,0
06065043314,Census Tract 433.14,065,4584,862,1945617,0
06065043315,Census Tract 433.15,065,2662,522,1747655,0
06065043401,Census Tract 434.01,065,6641,1234,3243410,0
06065043403,Census Tract 434.03,065,3346,637,971938,0
06065043404,Census Tract 434.04,065,2300,399,1185425,0
06053011202,Census Tract 112.02,053,8293,783,3803256,202
06053013400,Census Tract 134,053,1522,212,1149816,5204
06053010101,Census Tract 101.01,053,4053,544,26124812,1307184
06065045703,Census Tract 457.03,065,7495,880,3083884,0
06053000104,Census Tract 1.04,053,3413,418,2038309,4276
06037311801,Census Tract 3118.01,037,2811,463,599511,6692
06053001300,Census Tract 13,053,3092,648,924510,0
06067008210,Census Tract 82.10,067,6161,831,5534092,531100
06067008211,Census Tract 82.11,067,2835,369,7710388,3934
06067008402,Census Tract 84.02,067,6223,779,3233454,0
06067008403,Census Tract 84.03,067,5760,737,2977031,0
06067008404,Census Tract 84.04,067,4399,1086,2754594,330897
06067009612,Census Tract 96.12,067,5251,630,1518822,0
06067009800,Census Tract 98,067,2062,336,116677657,39447557
06019000200,Census Tract 2,019,3029,546,1988144,0
06067009112,Census Tract 91.12,067,3504,434,2990983,0
06067009308,Census Tract 93.08,067,7006,1366,2897733,0
06065041905,Census Tract 419.05,065,2757,602,805657,0
06053001400,Census Tract 14,053,3078,392,1239633,0
06067009617,Census Tract 96.17,067,3557,1119,2122348,103500
06067009618,Census Tract 96.18,067,5148,644,15198729,219134
06081611400,Census Tract 6114,081,4215,297,8805615,82320
06081609603,Census Tract 6096.03,081,4813,341,5981603,0
06037534403,Census Tract 5344.03,037,3246,615,323496,0
06065041906,Census Tract 419.06,065,6522,845,1427790,23643
06065042010,Census Tract 420.10,065,5732,611,10972812,0
06065042505,Census Tract 425.05,065,3363,412,3605261,0
06103000100,Census Tract 1,103,5342,735,2992366306,9139794
06103000300,Census Tract 3,103,4865,658,3325977025,9631178
06103000400,Census Tract 4,103,5705,842,285091142,2666128
06103000800,Census Tract 8,103,4048,615,130901189,1880376
06081602300,Census Tract 6023,081,4245,731,10104665,3291438
06081609602,Census Tract 6096.02,081,1719,230,996738,0
06081613000,Census Tract 6130,081,3245,522,4650300,3133
06081603000,Census Tract 6030,081,4361,486,3540583,623386
06081604500,Census Tract 6045,081,3574,396,1626558,0
06081607600,Census Tract 6076,081,4566,460,1304925,0
06081611100,Census Tract 6111,081,6347,664,3346675,10047
06081607000,Census Tract 6070,081,3344,359,2278373,0
06081604900,Census Tract 6049,081,3140,476,1544633,0
06081610302,Census Tract 6103.02,081,4823,873,24044818,9471694
06081613400,Census Tract 6134,081,3077,336,45125069,14986
06081602900,Census Tract 6029,081,3533,529,1360940,842095
06081602800,Census Tract 6028,081,4892,604,1198207,0
06081603200,Census Tract 6032,081,3600,478,4523801,1796604
06065042507,Census Tract 425.07,065,6457,614,5178182,41515
06065042508,Census Tract 425.08,065,5770,782,1276700,0
06065042510,Census Tract 425.10,065,5019,863,1277147,0
06065043405,Census Tract 434.05,065,4490,728,1723621,0
06065043503,Census Tract 435.03,065,4198,516,2703177,0
06065043506,Census Tract 435.06,065,7852,1493,4874538,0
06037531602,Census Tract 5316.02,037,3671,635,448314,0
06037219700,Census Tract 2197,037,3876,843,1092488,0
06037221820,Census Tract 2218.20,037,2700,414,204263,0
06037242000,Census Tract 2420,037,3857,641,646734,0
06037264000,Census Tract 2640,037,3145,393,1868031,0
06053000200,Census Tract 2,053,6932,732,1642438,0
06053000300,Census Tract 3,053,4672,733,1227263,0
06053000400,Census Tract 4,053,8202,1368,2509095,0
06103000600,Census Tract 6,103,5669,875,13098010,1069664
06077004308,Census Tract 43.08,077,3952,618,760132,0
06077004403,Census Tract 44.03,077,3628,469,1017539,0
06083000900,Census Tract 9,083,3533,612,1808183,0
06083001101,Census Tract 11.01,083,4872,886,825969,0
06083001102,Census Tract 11.02,083,4387,555,562293,0
06077005130,Census Tract 51.30,077,3172,433,1345564,0
06077005208,Census Tract 52.08,077,6594,717,1978300,0
06113010608,Census Tract 106.08,113,5858,787,2121573,0
06065045706,Census Tract 457.06,065,4524,787,2775970,0
06053000800,Census Tract 8,053,5624,991,1024458,0
06083000501,Census Tract 5.01,083,3168,398,23507225,126163
06083002010,Census Tract 20.10,083,4333,495,2434906,0
06083002809,Census Tract 28.09,083,5239,957,212748145,223637
06083002808,Census Tract 28.08,083,6776,865,29936409,1674
06077002401,Census Tract 24.01,077,5215,1144,1923327,6835
06083000103,Census Tract 1.03,083,3990,669,43037176,10299
06083000502,Census Tract 5.02,083,5352,631,2970586,0
06077004106,Census Tract 41.06,077,2823,518,84261678,208457
06083002907,Census Tract 29.07,083,4096,740,44854805,120518
06077004307,Census Tract 43.07,077,4002,675,1598169,0
06083002006,Census Tract 20.06,083,2895,356,436187187,1467805
06077004703,Census Tract 47.03,077,3655,559,168482865,7714866
06077004704,Census Tract 47.04,077,5575,655,305447922,2314203
06083002005,Census Tract 20.05,083,5231,642,6347538,0
06083000600,Census Tract 6,083,4824,595,4003409,0
06083001800,Census Tract 18,083,964,150,3000323737,20559468
06083000700,Census Tract 7,083,6546,511,22615507,1410
06083001500,Census Tract 15,083,2683,328,32122625,12040
06077002503,Census Tract 25.03,077,2190,298,1797962,95664
06083001203,Census Tract 12.03,083,3249,630,1757916,8848
06065031100,Census Tract 311,065,5227,655,2897582,0
06065044702,Census Tract 447.02,065,2164,507,1631410,0
06065040806,Census Tract 408.06,065,2744,360,2703866,108594
06081613501,Census Tract 6135.01,081,4379,566,85005599,5409388
06081609700,Census Tract 6097,081,4608,500,5392870,7218
06081609500,Census Tract 6095,081,4686,508,1905428,0
06081604700,Census Tract 6047,081,2793,374,1104430,0
06081600300,Census Tract 6003,081,4052,587,2190239,0
