relationship_id,article_id,date,url,normalized_url,domain,publisher,title,description,language,author,gkg_record_id,location_type,location_name,country_code,adm1_code,adm2_code,latitude,longitude,feature_id,character_offset,gkg_location_source,coc_number,coc_name,coc_mapping_method
233,gdelt_gal_e3f5001dbfc687c26cfc08aa,2024-01-08 21:32:33+00:00,https://www.dailybulletin.com/2024/01/08/l-a-county-commits-to-mental-health-services-for-unsheltered-homeless/,https://www.dailybulletin.com/2024/01/08/l-a-county-commits-to-mental-health-services-for-unsheltered-homeless,dailybulletin.com,Daily Bulletin,L.A. County commits to mental health services for unsheltered homeless,The LA Alliance settlement resulted in specific metrics and milestones to address the homelessness crisis.,en,,20240108231500-1441,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,703,GDELT GKG V2Locations,CA-606,Long Beach CoC,county_polygon_multiple_cocs
234,gdelt_gal_e3f5001dbfc687c26cfc08aa,2024-01-08 21:32:33+00:00,https://www.dailybulletin.com/2024/01/08/l-a-county-commits-to-mental-health-services-for-unsheltered-homeless/,https://www.dailybulletin.com/2024/01/08/l-a-county-commits-to-mental-health-services-for-unsheltered-homeless,dailybulletin.com,Daily Bulletin,L.A. County commits to mental health services for unsheltered homeless,The LA Alliance settlement resulted in specific metrics and milestones to address the homelessness crisis.,en,,20240108231500-1441,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,703,GDELT GKG V2Locations,CA-612,Glendale CoC,county_polygon_multiple_cocs
235,gdelt_gal_e3f5001dbfc687c26cfc08aa,2024-01-08 21:32:33+00:00,https://www.dailybulletin.com/2024/01/08/l-a-county-commits-to-mental-health-services-for-unsheltered-homeless/,https://www.dailybulletin.com/2024/01/08/l-a-county-commits-to-mental-health-services-for-unsheltered-homeless,dailybulletin.com,Daily Bulletin,L.A. County commits to mental health services for unsheltered homeless,The LA Alliance settlement resulted in specific metrics and milestones to address the homelessness crisis.,en,,20240108231500-1441,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,703,GDELT GKG V2Locations,CA-607,Pasadena CoC,county_polygon_multiple_cocs
236,gdelt_gal_b9bc3f51aa3fc5ffe68d8efc,2024-01-08 23:12:51+00:00,https://scvnews.com/city-seeks-volunteers-for-2024-greater-los-angeles-homeless-count/,https://scvnews.com/city-seeks-volunteers-for-2024-greater-los-angeles-homeless-count,scvnews.com,SCVNews.com,City Seeks Volunteers for 2024 Greater Los Angeles Homeless Count - SCVNews.com,"On Jan. 23, the city of Santa Clarita will partner with the Los Angeles Homeless Services Authority and the local nonprofit Bridge to Home for the 2024 Greater Los Angeles Homeless Count.",en,City of Santa Clarita,20240109013000-308,3,"Santa Clarita, California, United States",US,USCA,CA037,34.3917,-118.543,1662338,29,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
237,gdelt_gal_b9bc3f51aa3fc5ffe68d8efc,2024-01-08 23:12:51+00:00,https://scvnews.com/city-seeks-volunteers-for-2024-greater-los-angeles-homeless-count/,https://scvnews.com/city-seeks-volunteers-for-2024-greater-los-angeles-homeless-count,scvnews.com,SCVNews.com,City Seeks Volunteers for 2024 Greater Los Angeles Homeless Count - SCVNews.com,"On Jan. 23, the city of Santa Clarita will partner with the Los Angeles Homeless Services Authority and the local nonprofit Bridge to Home for the 2024 Greater Los Angeles Homeless Count.",en,City of Santa Clarita,20240109013000-308,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,78,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
238,gdelt_gal_87eb9379b1e1f34d30fa3a42,2024-01-09 01:36:51+00:00,https://www.sandiegouniontribune.com/communities/south-county/story/2024-01-08/chula-vista-secures-motel-for-homeless-housing,https://www.sandiegouniontribune.com/communities/south-county/story/2024-01-08/chula-vista-secures-motel-for-homeless-housing,sandiegouniontribune.com,San Diego Union-Tribune,"Chula Vista secures motel for homeless housing, but needs developer and funding to complete project",The conversion would be the first motel-to-housing and safe parking project run by a local government in South County,en,,20240109044500-846,3,"Chula Vista, California, United States",US,USCA,CA073,32.6401,-117.084,1660481,11,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
239,gdelt_gal_87eb9379b1e1f34d30fa3a42,2024-01-09 01:36:51+00:00,https://www.sandiegouniontribune.com/communities/south-county/story/2024-01-08/chula-vista-secures-motel-for-homeless-housing,https://www.sandiegouniontribune.com/communities/south-county/story/2024-01-08/chula-vista-secures-motel-for-homeless-housing,sandiegouniontribune.com,San Diego Union-Tribune,"Chula Vista secures motel for homeless housing, but needs developer and funding to complete project",The conversion would be the first motel-to-housing and safe parking project run by a local government in South County,en,,20240109044500-846,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,3823,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
240,gdelt_gal_1b137ada34ecbb6cc1b6251c,2024-01-09 02:29:59+00:00,https://www.mynspr.org/news/2024-01-08/as-homeless-deaths-rise-in-chico-whos-keeping-track,https://www.mynspr.org/news/2024-01-08/as-homeless-deaths-rise-in-chico-whos-keeping-track,mynspr.org,NSPR,"As homeless deaths rise in Chico, who’s keeping track?","At least 27 unhoused residents in Chico died on the streets or in temporary shelters last year. But that’s according to a local advocate, not any official agency. Neither Chico nor Butte County keep track of unhoused deaths, but other communities do.",en,,20240109033000-364,3,"Butte County, California, United States",US,USCA,CA007,39.6499,-121.568,1675842,519,GDELT GKG V2Locations,CA-519,"Chico, Paradise/Butte County CoC",county_polygon_single_coc
241,gdelt_gal_1b137ada34ecbb6cc1b6251c,2024-01-09 02:29:59+00:00,https://www.mynspr.org/news/2024-01-08/as-homeless-deaths-rise-in-chico-whos-keeping-track,https://www.mynspr.org/news/2024-01-08/as-homeless-deaths-rise-in-chico-whos-keeping-track,mynspr.org,NSPR,"As homeless deaths rise in Chico, who’s keeping track?","At least 27 unhoused residents in Chico died on the streets or in temporary shelters last year. But that’s according to a local advocate, not any official agency. Neither Chico nor Butte County keep track of unhoused deaths, but other communities do.",en,,20240109033000-364,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,732,GDELT GKG V2Locations,CA-501,San Francisco CoC,gkg_point_in_coc
242,gdelt_gal_1b137ada34ecbb6cc1b6251c,2024-01-09 02:29:59+00:00,https://www.mynspr.org/news/2024-01-08/as-homeless-deaths-rise-in-chico-whos-keeping-track,https://www.mynspr.org/news/2024-01-08/as-homeless-deaths-rise-in-chico-whos-keeping-track,mynspr.org,NSPR,"As homeless deaths rise in Chico, who’s keeping track?","At least 27 unhoused residents in Chico died on the streets or in temporary shelters last year. But that’s according to a local advocate, not any official agency. Neither Chico nor Butte County keep track of unhoused deaths, but other communities do.",en,,20240109033000-364,3,"Sacramento, California, United States",US,USCA,CA067,38.5816,-121.494,1659564,774,GDELT GKG V2Locations,CA-503,Sacramento City & County CoC,gkg_point_in_coc
243,gdelt_gal_656465133768cfb1835991a1,2024-01-09 10:32:00+00:00,https://www.mantecabulletin.com/opinion/local-columns/attention-social-media-greek-chorus-manteca-doing-something-about-homeless-city/,https://www.mantecabulletin.com/opinion/local-columns/attention-social-media-greek-chorus-manteca-doing-something-about-homeless-city,mantecabulletin.com,mantecabulletin.com,Attention social media Greek chorus: Manteca is doing something about homeless in the city,"This is not in defense of the City of Manteca. Nor is it a criticism. Instead, it is about reality. And the need to be pragmatic.",en,,20240109104500-872,3,"Manteca, California, United States",US,USCA,CA077,37.7974,-121.216,1659046,45,GDELT GKG V2Locations,CA-511,Stockton/San Joaquin County CoC,gkg_point_in_coc
244,gdelt_gal_656465133768cfb1835991a1,2024-01-09 10:32:00+00:00,https://www.mantecabulletin.com/opinion/local-columns/attention-social-media-greek-chorus-manteca-doing-something-about-homeless-city/,https://www.mantecabulletin.com/opinion/local-columns/attention-social-media-greek-chorus-manteca-doing-something-about-homeless-city,mantecabulletin.com,mantecabulletin.com,Attention social media Greek chorus: Manteca is doing something about homeless in the city,"This is not in defense of the City of Manteca. Nor is it a criticism. Instead, it is about reality. And the need to be pragmatic.",en,,20240109104500-872,3,"City Of Manteca, California, United States",US,USCA,CA077,37.7957,-121.231,2411024,45,GDELT GKG V2Locations,CA-511,Stockton/San Joaquin County CoC,gkg_point_in_coc
245,gdelt_gal_5b17c6787892fdc34cf47b8c,2024-01-09 17:02:00+00:00,https://www.theepochtimes.com/cai/residents-horrified-by-homelessness-public-drug-use-in-californias-capital-city-calling-for-stronger-enforcement-5561405,https://www.theepochtimes.com/cai/residents-horrified-by-homelessness-public-drug-use-in-californias-capital-city-calling-for-stronger-enforcement-5561405,theepochtimes.com,The Epoch Times,"Residents ‘Horrified’ by Homelessness, Public Drug Use in California’s Capital City","Sacramento, which has the third most chronically homeless nationwide, has been sued recently by its district attorney and residents over how it handles homelessness.",en,,20240109171500-69,3,"Sacramento, California, United States",US,USCA,CA067,38.5816,-121.494,1659564,34,GDELT GKG V2Locations,CA-503,Sacramento City & County CoC,gkg_point_in_coc
246,gdelt_gal_5b17c6787892fdc34cf47b8c,2024-01-09 17:02:00+00:00,https://www.theepochtimes.com/cai/residents-horrified-by-homelessness-public-drug-use-in-californias-capital-city-calling-for-stronger-enforcement-5561405,https://www.theepochtimes.com/cai/residents-horrified-by-homelessness-public-drug-use-in-californias-capital-city-calling-for-stronger-enforcement-5561405,theepochtimes.com,The Epoch Times,"Residents ‘Horrified’ by Homelessness, Public Drug Use in California’s Capital City","Sacramento, which has the third most chronically homeless nationwide, has been sued recently by its district attorney and residents over how it handles homelessness.",en,,20240109171500-69,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,497,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,county_polygon_multiple_cocs
247,gdelt_gal_5b17c6787892fdc34cf47b8c,2024-01-09 17:02:00+00:00,https://www.theepochtimes.com/cai/residents-horrified-by-homelessness-public-drug-use-in-californias-capital-city-calling-for-stronger-enforcement-5561405,https://www.theepochtimes.com/cai/residents-horrified-by-homelessness-public-drug-use-in-californias-capital-city-calling-for-stronger-enforcement-5561405,theepochtimes.com,The Epoch Times,"Residents ‘Horrified’ by Homelessness, Public Drug Use in California’s Capital City","Sacramento, which has the third most chronically homeless nationwide, has been sued recently by its district attorney and residents over how it handles homelessness.",en,,20240109171500-69,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,497,GDELT GKG V2Locations,CA-606,Long Beach CoC,county_polygon_multiple_cocs
248,gdelt_gal_5b17c6787892fdc34cf47b8c,2024-01-09 17:02:00+00:00,https://www.theepochtimes.com/cai/residents-horrified-by-homelessness-public-drug-use-in-californias-capital-city-calling-for-stronger-enforcement-5561405,https://www.theepochtimes.com/cai/residents-horrified-by-homelessness-public-drug-use-in-californias-capital-city-calling-for-stronger-enforcement-5561405,theepochtimes.com,The Epoch Times,"Residents ‘Horrified’ by Homelessness, Public Drug Use in California’s Capital City","Sacramento, which has the third most chronically homeless nationwide, has been sued recently by its district attorney and residents over how it handles homelessness.",en,,20240109171500-69,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,497,GDELT GKG V2Locations,CA-612,Glendale CoC,county_polygon_multiple_cocs
249,gdelt_gal_5b17c6787892fdc34cf47b8c,2024-01-09 17:02:00+00:00,https://www.theepochtimes.com/cai/residents-horrified-by-homelessness-public-drug-use-in-californias-capital-city-calling-for-stronger-enforcement-5561405,https://www.theepochtimes.com/cai/residents-horrified-by-homelessness-public-drug-use-in-californias-capital-city-calling-for-stronger-enforcement-5561405,theepochtimes.com,The Epoch Times,"Residents ‘Horrified’ by Homelessness, Public Drug Use in California’s Capital City","Sacramento, which has the third most chronically homeless nationwide, has been sued recently by its district attorney and residents over how it handles homelessness.",en,,20240109171500-69,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,497,GDELT GKG V2Locations,CA-607,Pasadena CoC,county_polygon_multiple_cocs
