relationship_id,article_id,date,url,normalized_url,domain,publisher,title,description,language,author,gkg_record_id,location_type,location_name,country_code,adm1_code,adm2_code,latitude,longitude,feature_id,character_offset,gkg_location_source,coc_number,coc_name,coc_mapping_method
23672,gdelt_gal_e770731b223c1e6f2ef9aeb2,2024-11-01 17:55:30+00:00,https://www.marinij.com/2024/11/01/marin-has-18m-in-homelessness-grants-stuck-in-pipeline/,https://www.marinij.com/2024/11/01/marin-has-18m-in-homelessness-grants-stuck-in-pipeline,marinij.com,Marin Independent Journal,Marin has $18M in homelessness grants stuck in pipeline,"The delayed funds were allocated for programs in Bolinas, San Rafael and Novato.",en,,20241101210000-735,3,"Marin County, California, United States",US,USCA,CA041,38.0666,-122.734,277285,12,GDELT GKG V2Locations,CA-507,Marin County CoC,county_polygon_single_coc
23673,gdelt_gal_e770731b223c1e6f2ef9aeb2,2024-11-01 17:55:30+00:00,https://www.marinij.com/2024/11/01/marin-has-18m-in-homelessness-grants-stuck-in-pipeline/,https://www.marinij.com/2024/11/01/marin-has-18m-in-homelessness-grants-stuck-in-pipeline,marinij.com,Marin Independent Journal,Marin has $18M in homelessness grants stuck in pipeline,"The delayed funds were allocated for programs in Bolinas, San Rafael and Novato.",en,,20241101210000-735,3,"Bolinas, California, United States",US,USCA,CA041,37.9094,-122.686,277476,54,GDELT GKG V2Locations,CA-507,Marin County CoC,gkg_point_in_coc
23674,gdelt_gal_19234b8442f49afc622f6229,2024-11-01 21:00:00+00:00,https://laist.com/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,https://laist.com/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,laist.com,LAist,It’s hard to vote in California when you’re homeless. Why it matters when their voices are silenced,"Homeless Californians face many barriers to casting a ballot, even in elections that affect their lives.",en,,20241102141500-459,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,100,GDELT GKG V2Locations,CA-501,San Francisco CoC,gkg_point_in_coc
23675,gdelt_gal_19234b8442f49afc622f6229,2024-11-01 21:00:00+00:00,https://laist.com/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,https://laist.com/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,laist.com,LAist,It’s hard to vote in California when you’re homeless. Why it matters when their voices are silenced,"Homeless Californians face many barriers to casting a ballot, even in elections that affect their lives.",en,,20241102141500-459,3,"Sacramento, California, United States",US,USCA,CA067,38.5816,-121.494,1659564,1452,GDELT GKG V2Locations,CA-503,Sacramento City & County CoC,gkg_point_in_coc
23676,gdelt_gal_19234b8442f49afc622f6229,2024-11-01 21:00:00+00:00,https://laist.com/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,https://laist.com/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,laist.com,LAist,It’s hard to vote in California when you’re homeless. Why it matters when their voices are silenced,"Homeless Californians face many barriers to casting a ballot, even in elections that affect their lives.",en,,20241102141500-459,3,"Modesto, California, United States",US,USCA,CA099,37.6391,-120.997,277609,1837,GDELT GKG V2Locations,CA-510,"Turlock, Modesto/Stanislaus County CoC",gkg_point_in_coc
23677,gdelt_gal_19234b8442f49afc622f6229,2024-11-01 21:00:00+00:00,https://laist.com/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,https://laist.com/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,laist.com,LAist,It’s hard to vote in California when you’re homeless. Why it matters when their voices are silenced,"Homeless Californians face many barriers to casting a ballot, even in elections that affect their lives.",en,,20241102141500-459,3,"Oakland, California, United States",US,USCA,CA001,37.8044,-122.271,277566,3801,GDELT GKG V2Locations,CA-502,"Oakland, Berkeley/Alameda County CoC",gkg_point_in_coc
23678,gdelt_gal_19234b8442f49afc622f6229,2024-11-01 21:00:00+00:00,https://laist.com/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,https://laist.com/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,laist.com,LAist,It’s hard to vote in California when you’re homeless. Why it matters when their voices are silenced,"Homeless Californians face many barriers to casting a ballot, even in elections that affect their lives.",en,,20241102141500-459,3,"West Oakland, California, United States",US,USCA,CA001,37.8119,-122.295,253355,4063,GDELT GKG V2Locations,CA-502,"Oakland, Berkeley/Alameda County CoC",gkg_point_in_coc
23679,gdelt_gal_19234b8442f49afc622f6229,2024-11-01 21:00:00+00:00,https://laist.com/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,https://laist.com/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,laist.com,LAist,It’s hard to vote in California when you’re homeless. Why it matters when their voices are silenced,"Homeless Californians face many barriers to casting a ballot, even in elections that affect their lives.",en,,20241102141500-459,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,8013,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
23680,gdelt_gal_f2118c7ea11bcd8dab122f30,2024-11-01 21:01:00+00:00,https://www.opednews.com/populum/page.php?f=To-San-Francisco-Mayoral-C-High-School_Home-Affordable-Modification-Program--Hamp_Homeless_Homelessness-241101-276.html,https://www.opednews.com/populum/page.php?f=To-San-Francisco-Mayoral-C-High-School_Home-Affordable-Modification-Program--Hamp_Homeless_Homelessness-241101-276.html,opednews.com,OpEd News,To San Francisco Mayoral Candidates from a High School Senior: Can You Truly Send the Homeless Home?,Article: To San Francisco Mayoral Candidates from a High School Senior: Can You Truly Send the Homeless Home? - I am a senior at Sacred Heart Cathedral Preparatory High School and have lived my entire life in San Francisco. This piece describes my experience attending our downtown campus during the last four years of rising homelessness on the sidewalks. It ends with a request for broad homeless policy priority changes in the context of our mayoral race.,en,Aidan Roland,20241101211500-17,3,"Irvine, California, United States",US,USCA,CA059,33.6695,-117.823,1660804,1144,GDELT GKG V2Locations,CA-602,"Santa Ana, Anaheim/Orange County CoC",gkg_point_in_coc
23681,gdelt_gal_f2118c7ea11bcd8dab122f30,2024-11-01 21:01:00+00:00,https://www.opednews.com/populum/page.php?f=To-San-Francisco-Mayoral-C-High-School_Home-Affordable-Modification-Program--Hamp_Homeless_Homelessness-241101-276.html,https://www.opednews.com/populum/page.php?f=To-San-Francisco-Mayoral-C-High-School_Home-Affordable-Modification-Program--Hamp_Homeless_Homelessness-241101-276.html,opednews.com,OpEd News,To San Francisco Mayoral Candidates from a High School Senior: Can You Truly Send the Homeless Home?,Article: To San Francisco Mayoral Candidates from a High School Senior: Can You Truly Send the Homeless Home? - I am a senior at Sacred Heart Cathedral Preparatory High School and have lived my entire life in San Francisco. This piece describes my experience attending our downtown campus during the last four years of rising homelessness on the sidewalks. It ends with a request for broad homeless policy priority changes in the context of our mayoral race.,en,Aidan Roland,20241101211500-17,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,1218,GDELT GKG V2Locations,CA-501,San Francisco CoC,gkg_point_in_coc
23682,gdelt_gal_11162ee45e6a43b83e9d5023,2024-11-01 21:46:00+00:00,https://edsource.org/2024/thousands-of-la-students-experience-homelessness-we-must-act-urgently-to-help-them/721510,https://edsource.org/2024/thousands-of-la-students-experience-homelessness-we-must-act-urgently-to-help-them/721510,edsource.org,EdSource,COMMENTARY: Thousands of LA students experience homelessness; we must act urgently to help them,"Measure A would develop stronger collaborations between school districts, housing agencies and nonprofits to offer services for families and make it easier for families to self-identify without stigma.",en,,20241101220000-1367,3,"Virgil Middle School, California, United States",US,USCA,CA037,34.0741,-118.291,251082,64,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
23683,gdelt_gal_11162ee45e6a43b83e9d5023,2024-11-01 21:46:00+00:00,https://edsource.org/2024/thousands-of-la-students-experience-homelessness-we-must-act-urgently-to-help-them/721510,https://edsource.org/2024/thousands-of-la-students-experience-homelessness-we-must-act-urgently-to-help-them/721510,edsource.org,EdSource,COMMENTARY: Thousands of LA students experience homelessness; we must act urgently to help them,"Measure A would develop stronger collaborations between school districts, housing agencies and nonprofits to offer services for families and make it easier for families to self-identify without stigma.",en,,20241101220000-1367,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,113,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,county_polygon_multiple_cocs
23684,gdelt_gal_11162ee45e6a43b83e9d5023,2024-11-01 21:46:00+00:00,https://edsource.org/2024/thousands-of-la-students-experience-homelessness-we-must-act-urgently-to-help-them/721510,https://edsource.org/2024/thousands-of-la-students-experience-homelessness-we-must-act-urgently-to-help-them/721510,edsource.org,EdSource,COMMENTARY: Thousands of LA students experience homelessness; we must act urgently to help them,"Measure A would develop stronger collaborations between school districts, housing agencies and nonprofits to offer services for families and make it easier for families to self-identify without stigma.",en,,20241101220000-1367,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,113,GDELT GKG V2Locations,CA-606,Long Beach CoC,county_polygon_multiple_cocs
23685,gdelt_gal_11162ee45e6a43b83e9d5023,2024-11-01 21:46:00+00:00,https://edsource.org/2024/thousands-of-la-students-experience-homelessness-we-must-act-urgently-to-help-them/721510,https://edsource.org/2024/thousands-of-la-students-experience-homelessness-we-must-act-urgently-to-help-them/721510,edsource.org,EdSource,COMMENTARY: Thousands of LA students experience homelessness; we must act urgently to help them,"Measure A would develop stronger collaborations between school districts, housing agencies and nonprofits to offer services for families and make it easier for families to self-identify without stigma.",en,,20241101220000-1367,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,113,GDELT GKG V2Locations,CA-612,Glendale CoC,county_polygon_multiple_cocs
23686,gdelt_gal_11162ee45e6a43b83e9d5023,2024-11-01 21:46:00+00:00,https://edsource.org/2024/thousands-of-la-students-experience-homelessness-we-must-act-urgently-to-help-them/721510,https://edsource.org/2024/thousands-of-la-students-experience-homelessness-we-must-act-urgently-to-help-them/721510,edsource.org,EdSource,COMMENTARY: Thousands of LA students experience homelessness; we must act urgently to help them,"Measure A would develop stronger collaborations between school districts, housing agencies and nonprofits to offer services for families and make it easier for families to self-identify without stigma.",en,,20241101220000-1367,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,113,GDELT GKG V2Locations,CA-607,Pasadena CoC,county_polygon_multiple_cocs
23687,gdelt_gal_f06a7145b7a03c8b45da5a5e,2024-11-01 23:24:58+00:00,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,lbpost.com,Long Beach Post News,"Long Beach wins grant for app that gets homeless, mentally ill offenders into treatment instead of jail",Long Beach could serve as a model for diverting homeless and mentally ill people into treatment before they land in jail.,en,John Donegan,20241102031500-585,3,"Long Beach, California, United States",US,USCA,CA037,33.767,-118.189,1652747,48,GDELT GKG V2Locations,CA-606,Long Beach CoC,gkg_point_in_coc
23688,gdelt_gal_f06a7145b7a03c8b45da5a5e,2024-11-01 23:24:58+00:00,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,lbpost.com,Long Beach Post News,"Long Beach wins grant for app that gets homeless, mentally ill offenders into treatment instead of jail",Long Beach could serve as a model for diverting homeless and mentally ill people into treatment before they land in jail.,en,John Donegan,20241102031500-585,3,"Santa Monica, California, United States",US,USCA,CA037,34.0195,-118.491,1652792,1601,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
23689,gdelt_gal_f06a7145b7a03c8b45da5a5e,2024-11-01 23:24:58+00:00,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,lbpost.com,Long Beach Post News,"Long Beach wins grant for app that gets homeless, mentally ill offenders into treatment instead of jail",Long Beach could serve as a model for diverting homeless and mentally ill people into treatment before they land in jail.,en,John Donegan,20241102031500-585,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,2916,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,county_polygon_multiple_cocs
23690,gdelt_gal_f06a7145b7a03c8b45da5a5e,2024-11-01 23:24:58+00:00,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,lbpost.com,Long Beach Post News,"Long Beach wins grant for app that gets homeless, mentally ill offenders into treatment instead of jail",Long Beach could serve as a model for diverting homeless and mentally ill people into treatment before they land in jail.,en,John Donegan,20241102031500-585,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,2916,GDELT GKG V2Locations,CA-606,Long Beach CoC,county_polygon_multiple_cocs
23691,gdelt_gal_f06a7145b7a03c8b45da5a5e,2024-11-01 23:24:58+00:00,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,lbpost.com,Long Beach Post News,"Long Beach wins grant for app that gets homeless, mentally ill offenders into treatment instead of jail",Long Beach could serve as a model for diverting homeless and mentally ill people into treatment before they land in jail.,en,John Donegan,20241102031500-585,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,2916,GDELT GKG V2Locations,CA-612,Glendale CoC,county_polygon_multiple_cocs
23692,gdelt_gal_f06a7145b7a03c8b45da5a5e,2024-11-01 23:24:58+00:00,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,lbpost.com,Long Beach Post News,"Long Beach wins grant for app that gets homeless, mentally ill offenders into treatment instead of jail",Long Beach could serve as a model for diverting homeless and mentally ill people into treatment before they land in jail.,en,John Donegan,20241102031500-585,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,2916,GDELT GKG V2Locations,CA-607,Pasadena CoC,county_polygon_multiple_cocs
23693,gdelt_gal_f06a7145b7a03c8b45da5a5e,2024-11-01 23:24:58+00:00,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,https://lbpost.com/news/city/long-beach-wins-grant-for-program-that-gets-homeless-mentally-ill-offenders-into-treatment-instead-of-jail,lbpost.com,Long Beach Post News,"Long Beach wins grant for app that gets homeless, mentally ill offenders into treatment instead of jail",Long Beach could serve as a model for diverting homeless and mentally ill people into treatment before they land in jail.,en,John Donegan,20241102031500-585,3,"-Long Beach, California, United States",US,USCA,CA037,33.767,-118.189,1652747,3342,GDELT GKG V2Locations,CA-606,Long Beach CoC,gkg_point_in_coc
23694,gdelt_gal_986e4dd653742f8d29c85a1d,2024-11-02 00:23:56+00:00,https://www.sandiegouniontribune.com/2024/11/01/feds-send-10m-san-diego-countys-way-for-youth-homelessness/,https://www.sandiegouniontribune.com/2024/11/01/feds-send-10m-san-diego-countys-way-for-youth-homelessness,sandiegouniontribune.com,San Diego Union-Tribune,Feds send $10M San Diego County’s way for youth homelessness,"It was the latest round of funding aimed at heading off long-term encampments. The money was given by the U.S. Department of Housing and Urban Development to the Regional Task Force on Homelessness, the YMCA of San Diego County and a local nonprofit.",en,,20241102014500-976,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,46,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
23695,gdelt_gal_59031ba5c01a59ef52f37706,2024-11-02 00:30:26+00:00,https://www.10news.com/news/local-news/sdfd-fairmount-fire-started-near-homeless-encampment-cause-under-investigation,https://www.10news.com/news/local-news/sdfd-fairmount-fire-started-near-homeless-encampment-cause-under-investigation,10news.com,ABC 10 News San Diego KGTV,SDFD: Fairmount Fire started near homeless encampment; cause under investigation,"While the cause is still being looked into, officials with the department told ABC 10News the fire started in or very close to a homeless encampment.",en,,20241102051500-335,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,9,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
23696,gdelt_gal_2ba4066f0f0cd0e6d733d052,2024-11-02 00:31:00+00:00,https://laist.com/brief/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,https://laist.com/brief/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,laist.com,LAist,Unhoused voters,Counties and nonprofits trying to boost turnout,en,,20241102004500-617,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,100,GDELT GKG V2Locations,CA-501,San Francisco CoC,gkg_point_in_coc
23697,gdelt_gal_2ba4066f0f0cd0e6d733d052,2024-11-02 00:31:00+00:00,https://laist.com/brief/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,https://laist.com/brief/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,laist.com,LAist,Unhoused voters,Counties and nonprofits trying to boost turnout,en,,20241102004500-617,3,"Sacramento, California, United States",US,USCA,CA067,38.5816,-121.494,1659564,1452,GDELT GKG V2Locations,CA-503,Sacramento City & County CoC,gkg_point_in_coc
23698,gdelt_gal_2ba4066f0f0cd0e6d733d052,2024-11-02 00:31:00+00:00,https://laist.com/brief/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,https://laist.com/brief/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,laist.com,LAist,Unhoused voters,Counties and nonprofits trying to boost turnout,en,,20241102004500-617,3,"Modesto, California, United States",US,USCA,CA099,37.6391,-120.997,277609,1837,GDELT GKG V2Locations,CA-510,"Turlock, Modesto/Stanislaus County CoC",gkg_point_in_coc
23699,gdelt_gal_2ba4066f0f0cd0e6d733d052,2024-11-02 00:31:00+00:00,https://laist.com/brief/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,https://laist.com/brief/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,laist.com,LAist,Unhoused voters,Counties and nonprofits trying to boost turnout,en,,20241102004500-617,3,"Oakland, California, United States",US,USCA,CA001,37.8044,-122.271,277566,3801,GDELT GKG V2Locations,CA-502,"Oakland, Berkeley/Alameda County CoC",gkg_point_in_coc
23700,gdelt_gal_2ba4066f0f0cd0e6d733d052,2024-11-02 00:31:00+00:00,https://laist.com/brief/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,https://laist.com/brief/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,laist.com,LAist,Unhoused voters,Counties and nonprofits trying to boost turnout,en,,20241102004500-617,3,"West Oakland, California, United States",US,USCA,CA001,37.8119,-122.295,253355,4063,GDELT GKG V2Locations,CA-502,"Oakland, Berkeley/Alameda County CoC",gkg_point_in_coc
23701,gdelt_gal_2ba4066f0f0cd0e6d733d052,2024-11-02 00:31:00+00:00,https://laist.com/brief/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,https://laist.com/brief/news/housing-homelessness/its-hard-to-vote-in-california-when-youre-homeless-why-it-matters-when-their-voices-are-silenced,laist.com,LAist,Unhoused voters,Counties and nonprofits trying to boost turnout,en,,20241102004500-617,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,8013,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
23702,gdelt_gal_552b7c06372ed710499aa9b1,2024-11-02 00:49:00+00:00,https://www.kxxv.com/us-news/homeless-service-providers-face-huge-debt-threatening-to-undermine-their-work,https://www.kxxv.com/us-news/homeless-service-providers-face-huge-debt-threatening-to-undermine-their-work,kxxv.com,25 News KXXV and KRHD,"Homeless service providers face huge debt, threatening to undermine their work","A measure on the ballot in Los Angeles County on Tuesday could help direct more money to homeless services, but there's a debt issue that many say will continue to exist.",en,,20241102040000-129,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,45,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
23703,gdelt_gal_9755c0dda4b949a6f7a561ba,2024-11-02 00:49:00+00:00,https://www.kjrh.com/us-news/homeless-service-providers-face-huge-debt-threatening-to-undermine-their-work,https://www.kjrh.com/us-news/homeless-service-providers-face-huge-debt-threatening-to-undermine-their-work,kjrh.com,2 News Oklahoma KJRH Tulsa,"Homeless service providers face huge debt, threatening to undermine their work","A measure on the ballot in Los Angeles County on Tuesday could help direct more money to homeless services, but there's a debt issue that many say will continue to exist.",en,,20241102033000-511,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,45,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
23704,gdelt_gal_d9e1a4b10d34da2f2b50629c,2024-11-02 00:49:00+00:00,https://www.10news.com/us-news/homeless-service-providers-face-huge-debt-threatening-to-undermine-their-work,https://www.10news.com/us-news/homeless-service-providers-face-huge-debt-threatening-to-undermine-their-work,10news.com,ABC 10 News San Diego KGTV,"Homeless service providers face huge debt, threatening to undermine their work","A measure on the ballot in Los Angeles County on Tuesday could help direct more money to homeless services, but there's a debt issue that many say will continue to exist.",en,,20241102051500-353,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,45,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
23705,gdelt_gal_53d5768e8afc5204c09cfaf4,2024-11-02 01:48:48+00:00,https://timesofsandiego.com/life/2024/11/01/10-million-grant-awarded-to-homelessness-regional-task-force/,https://timesofsandiego.com/life/2024/11/01/10-million-grant-awarded-to-homelessness-regional-task-force,timesofsandiego.com,Times of San Diego,$10 Million Grant Awarded to Regional Homelessness Task Force,The Regional Task Force on Homelessness was awarded a near $10 million grant this week from the U.S. Department of Housing and Urban Development.,en,Keller Brown,20241102043000-522,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,76,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
23706,gdelt_gal_b7f26904cb838e1c283c57d1,2024-11-02 03:01:00+00:00,https://www.ojaivalleynews.com/news/government/unhoused-ojai-cabin-village-project-headed-to-planning-commission-for-review-and-feedback-nov-6/article_63b4fe6c-98a2-11ef-9860-3fc9da383d5a.html,https://www.ojaivalleynews.com/news/government/unhoused-ojai-cabin-village-project-headed-to-planning-commission-for-review-and-feedback-nov-6/article_63b4fe6c-98a2-11ef-9860-3fc9da383d5a.html,ojaivalleynews.com,Ojai Valley News,Unhoused Ojai Cabin Village project headed to Planning Commission for review and feedback Nov. 6,"Plans for 30 units of permanent supportive housing for the current residents of Ojai Tent Town at Ojai City Hall will be before the Ojai Planning Commission on Wednesday, Nov.",en,Kimberly Rivers,20241102031500-634,3,"Ojai City Hall, California, United States",US,USCA,CA111,34.4444,-119.248,1870642,110,GDELT GKG V2Locations,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",gkg_point_in_coc
23707,gdelt_gal_b7f26904cb838e1c283c57d1,2024-11-02 03:01:00+00:00,https://www.ojaivalleynews.com/news/government/unhoused-ojai-cabin-village-project-headed-to-planning-commission-for-review-and-feedback-nov-6/article_63b4fe6c-98a2-11ef-9860-3fc9da383d5a.html,https://www.ojaivalleynews.com/news/government/unhoused-ojai-cabin-village-project-headed-to-planning-commission-for-review-and-feedback-nov-6/article_63b4fe6c-98a2-11ef-9860-3fc9da383d5a.html,ojaivalleynews.com,Ojai Valley News,Unhoused Ojai Cabin Village project headed to Planning Commission for review and feedback Nov. 6,"Plans for 30 units of permanent supportive housing for the current residents of Ojai Tent Town at Ojai City Hall will be before the Ojai Planning Commission on Wednesday, Nov.",en,Kimberly Rivers,20241102031500-634,3,"Ventura County, California, United States",US,USCA,CA111,34.4667,-119.018,277320,1812,GDELT GKG V2Locations,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",county_polygon_single_coc
23708,gdelt_gal_fddc3c7d357e16e42b6be920,2024-11-02 03:46:00+00:00,https://www.cbs8.com/article/news/local/fairmount-fire-started-in-or-near-homeless-encampment/509-4a6d7bba-1f66-4b6e-98b5-9bbdd16c9ec0,https://www.cbs8.com/article/news/local/fairmount-fire-started-in-or-near-homeless-encampment/509-4a6d7bba-1f66-4b6e-98b5-9bbdd16c9ec0,cbs8.com,cbs8.com,"Fairmount Fire started in or near homeless encampment, according to San Diego-Fire Rescue",Six homes were damaged in fast-moving fire that started near Fairmount Avenue and Montezuma Road.,en,,20241102040000-551,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,77,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
23709,gdelt_gal_9b209c1f9e96a02bae50ce3d,2024-11-02 05:01:00+00:00,https://www.nbcbayarea.com/news/local/san-francisco/san-francisco-homeless-advocates-mark-dia-de-los-muertos-by-protesting-sweeps/3697400/,https://www.nbcbayarea.com/news/local/san-francisco/san-francisco-homeless-advocates-mark-dia-de-los-muertos-by-protesting-sweeps/3697400,nbcbayarea.com,NBC Bay Area,San Francisco homeless advocates mark Dia de los Muertos by protesting sweeps,"To commemorate Dia de los Muertos, a group of unhoused advocates marched around San Francisco City Hall on Friday in an effort to raise awareness about the...",en,,20241102051500-628,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,95,GDELT GKG V2Locations,CA-501,San Francisco CoC,gkg_point_in_coc
23710,gdelt_gal_a84abc10a8f25c6a3bd73868,2024-11-02 10:00:37+00:00,https://www.latimes.com/california/story/2024-11-02/poll-la-county-measure-a-sales-tax-for-homeless-services,https://www.latimes.com/california/story/2024-11-02/poll-la-county-measure-a-sales-tax-for-homeless-services,latimes.com,Los Angeles Times,'It's close': Half of voters polled favor L.A. County Measure A sales tax for homeless services,"A measure that would double L.A. County’s quarter-percent homeless sales tax is closing in on the majority it needs to pass, a poll of likely voters found.",en,,20241102103000-232,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,204,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,county_polygon_multiple_cocs
